r_id,r_name,instructions,description,cooking_time,writer_id
201570,rice paper tuna salad roll,"['pour some water into a shallow dish', 'add rice paper sheets and soak for about 2 minutes , until they become translucent and soften', 'lay on a kitchen towel and blot to dry', 'toss tuna together with mustard , oil , lemon juice , green onion , cilantro , salt and pepper', 'place a rice paper wrap on the counter and lay a piece of dill pickle along the edge closest to you', 'add one quarter of the tuna salad on top of the pickle and give 1 complete roll', 'fold in ends and continue to roll up', 'repeat for each wrap']","this recipe comes from chef michael smith at the food network.  my fiance and i make this quite often as it makes a quick, light lunch.  would also work great as an appetizer.  this recipe is quite versatile so feel free to substitute ingredients as you like.",15,1
162979,sizzlin  southwest guacamole,"['mash avocado chunks with lime juice in large bowl', 'add cilantro , corn , bell pepper , onion , cheese , hot sauce , and salt', 'combine well', 'taste , and adjust seasonings with more salt and hot sauce if desired', 'serve with tortilla chips for dipping']",a little different but delicious take on traditional guacamole.  we love this!,15,1
26993,mexican cucumber yogurt soup,"['using a blender or food processor , process the cucumber , yogurt , lemon juice& garlic until smooth', 'add a bit of the broth& whirl', 'pour into a 2 qt', 'container and stir in the remaining broth', 'cover& refrigerate for at least 2 hours or even the next day', 'stir in the cilantro and onion', 'to serve ladle into individual bowls , garnish with a slice or two of cucumber and a sprinkle of green onion']","easy elegant cold soup, great for a dinner party or a picnic! wonderful flavor",15,1
242722,blueberry martini,"['cut the blueberries in half and place them in the shaker', 'quickly muddle the berries', 'add the remaining ingredients and fill shaker with ice', 'shake vigorously to bombard the blueberries with the ice to release their flavor and color', 'strain through a sieve into the cocktail glass', 'place four or five blueberries on cocktail stick across the glass']",recipe is from the complete home bartender's guide,10,1
138661,fantabulous family style pizza,"['combine warm water , yeast , and honey', 'let sit 5 minutes to dissolve and activate yeast', 'stir together yeast mixture , water , olive oil , salt , and 1 cup flour', 'gradually add remaining flour , stirring , until dough comes together', 'knead for 10 minutes until soft , smooth , and elastic', 'turn dough into a large oiled bowl', 'cover and allow to rise at room temperature for about 1 hour until doubled', 'preheat oven to 450', 'spray a 12x17"" baking sheet with no-stick cooking spray then sprinkle the sheet lightly with cornmeal', 'set aside', 'punch down dough', 'turn out on a lightly floured surface and press dough out thinly into a fairly large rectangular shape', 'lift and transfer dough onto prepared baking sheet', 'press dough outward until it covers the baking sheet', 'form a ridge around the outer edge', 'parbake pizza crust for 3-4 minutes', 'remove parbaked pizza crust from oven and pat down any overly-puffed-up spots using with the palm of your hand or a clean kitchen towel', 'spread sauce evenly over surface of pizza crust', 'top pizza with layers of low-moisture part-skim mozzarella cheese and your choice of pepperoni , canadian bacon , cooked sausage , sliced black olives , mushrooms , chopped green peppers , etc', 'lastly sprinkle a small amount of cheddar cheese over the very top', 'return pizza to oven and bake and additional 15 minutes until crust is golden-brown and cheese is melted , bubbly , and just beginning to brown', 'variation: to make two 13"" thin and crispy pizzas , decrease rising time of dough by about half and place pizza stone into oven', 'preheat oven and pizza stone to 450', 'punch down dough', 'divide into 2 equal portions', 'turn portions , one at a time , out on a lightly floured surface and press dough as thinly as possible into about about a 10"" circular shape', 'remove the hot pizza stone from the oven and sprinkle it with cornmeal', 'carefully move dough onto the preheated pizza stone', 'continue pressing dough circle outward to cover pizza stone and form an outer ridge', ""and don't worry if you hear a faint sizzling sound or see bubbles forming in the uncooked dough during this step , that's what seems to always happens here !"", 'parbake pizza crust for 3-4 minutes', 'remove from oven , pat down , and top as instructed above', 'return pizza to oven for 12-13 minutes until done', 'enjoy !']","my family enjoys good take-out pizza but would gladly pass it up in favor of this, their favorite pizza! you may choose to make either an extra-large thick-crust pizza or two 13"" thin and crispy pizzas using this recipe - i'm sharing my methods for making both styles of pizza here. thanks to chef letty flatt, long-time executive pastry chef for deer valley resorts of park city, utah, for the pizza crust ingredients list which i've adjusted only minimally. allow up to one hour extra time for the dough to rise.",45,1
432744,mixed greens salad with grilled halloumi and anaheim chilis,"['whisk dressing ingredients together in a small non-reactive bowl', 'seed and stem the anaheim chilies', 'toss chilies in olive oil with salt and pepper and set aside', 'cover a small plate with a thin layer of olive oil and dip the slices of the halloumi cheese', 'preheat grill or stove top grill pan until it is very hot', 'grill tomatoes and prepared chilies , then cheese just until it shows grill marks', 'remove cheese before it melts', 'place the spring mix on a plate and add grilled tomatoes and chilies', 'finally , garnish salad with halloumi cheese squares on top and pass the dressing']",from a local source. there's enough here for a main dish meal.,25,1
455703,summer shrimp cocktail,"['bring a pot of well salted water to the boil', 'add shrimp to boiling water , place lid on pot and remove from heat', 'set aside while you prepare the rest of the recipe', 'combine chopped tomatoes , green onions , ketchup , cilantro , jalapeno and salad dressing', 'drain the shrimp well and stir into the vegetable mixture', 'cover and refrigerate for at least one hour', 'overnight is even better', 'serve with melba toast or assorted crackers']",a recipe i found on the blog of never enough thyme which is a recipe from kraft foods first taste,15,1
354055,lucky  13 spring rolls with pineapple dipping sauce,"['mix pork and broccoli slaw in large mixing bowl', 'i find it easy to mix using my hands', 'dice green onions', 'finely dice cilantro and garlic', 'for the onions , cilantro and garlic , i use a mini-food chopper', 'i t makes it a fine dice', 'add soy , salt and pepper', 'heat oil to medium in a large skillet', 'place about 2 t of meat mixture in the center of one egg roll wrapper', 'fold in bottom , fold in each side , and bring the top down envelope style', 'dip your finger', 'the egg roll wrapper package will have further instructions for folding', 'keep unused wrappers under a damp paper towel while working or they may dry out', 'this makes about 14-18 spring rolls depending on how much meat you have added', 'place 4 spring rolls in hot oil', 'cook about 4 minutes per side watching them carefully', 'do not burn', 'drain on paper towels', 'check inside one spring roll for doneness of meat', 'for sauce:', 'drain pineapple well', 'reserve juice for another use', 'using a food processor or mini-chopper , chop pineapple with cilantro', 'add jalapeno and chop', 'i use seeds and all', 'if you dont want much heat , take the seeds out', 'add hot sauce and honey', 'serve with spring rolls and garnish with cilantro sprigs']","these little bites of heaven are full of veggies and, oh, so tasty. the dipping sauce is sweet yet with a hint of fire. these are way better than take out, and you can control the salt and the fire! created for rsc#13 contest.",35,1
372517,sauerkraut sausage bake,"['in casserole dish , mix together sauerkraut and chopped onion', 'place sliced kielbasa over mixture', 'prepare mashed potatoes and add 2 tbsp of cheese', 'spread mashed potatoes over sausage', 'sprinkle with remaining cheese', 'bake uncovered at 400 degrees for 35-40 minutes']",an easy and tasty casserole.... great winter meal!,35,1
456117,tahitian mahana cocktail,"['blend pineapple , cointreau and vodka in a blender', 'blend ice to your liking', 'serve in a burgundy glass with a pineapple wedge garnish']","most resorts in the islands serve up a variety of intoxicating tropical cocktails and the four seasons resort bora bora is no exception. among the tempting offerings at the resort's sunset restaurant and bar is the signature drink, the mahana (sun) cocktail. enjoy!",3,1
474347,baked maple apple pie cups,"['preheat your oven to 375f and spray 8 cups in a muffin pan with nonstick spray', 'taking each crescent roll , press into the cup shape of the muffin cups and make sure that you get the dough up the sides as well', 'its important to get all of the edges sealed in there !', 'peel and chop the apples into small pieces and mix with the brown sugar , cinnamon , maple syrup , flour and sea salt', 'spoon equal amounts into the cups', 'bake for 15 minutes until the edges are browned', 'serve hot with a little more maple syrup drizzled on top']",it looks so simple and yummy.  from the blog heather's dish,25,1
